title,link,price
"Redmi 6A (Rose Gold, 16 GB)",https://www.flipkart.com/redmi-6a-rose-gold-16-gb/p/itmffvpt3c4zxe7w?pid=MOBF9N2YPNCX2CP7&lid=LSTMOBF9N2YPNCX2CP7YHBCPP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_32&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBF9N2YPNCX2CP7.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹6,999"
"Redmi 6A (Black, 16 GB)",https://www.flipkart.com/redmi-6a-black-16-gb/p/itmfe8z8brbc6kyy?pid=MOBF9H95RFHUNBQZ&lid=LSTMOBF9H95RFHUNBQZNRKZA6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_33&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBF9H95RFHUNBQZ.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹6,999"
"Redmi 6A (Gold, 16 GB)",https://www.flipkart.com/redmi-6a-gold-16-gb/p/itmfe8z8brbc6kyy?pid=MOBF9HGZGZBBA8RX&lid=LSTMOBF9HGZGZBBA8RXGJWUYN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_34&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBF9HGZGZBBA8RX.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹7,251"
"Redmi K20 (Glacier Blue, 128 GB)",https://www.flipkart.com/redmi-k20-glacier-blue-128-gb/p/itmfggktx8gy4bcq?pid=MOBFG7UYQAZ4JBTS&lid=LSTMOBFG7UYQAZ4JBTSQ6MH5X&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_35&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFG7UYQAZ4JBTS.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹24,999"
"Redmi 5A (Grey, 16 GB)",https://www.flipkart.com/redmi-5a-grey-16-gb/p/itmf2fwcumw7ghwy?pid=MOBEZWXESCPGF3GZ&lid=LSTMOBEZWXESCPGF3GZKCRHHV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBEZWXESCPGF3GZ.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹7,299"
"Redmi Note 6 Pro (Blue, 64 GB)",https://www.flipkart.com/redmi-note-6-pro-blue-64-gb/p/itmd0ee82dbf1830?pid=MOBFAJB4AVPG87YK&lid=LSTMOBFAJB4AVPG87YK5E99IB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFAJB4AVPG87YK.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹17,999"
"Redmi Note 7 Pro (Moonlight White, 64 GB)",https://www.flipkart.com/redmi-note-7-pro-moonlight-white-64-gb/p/itm96bc2b257e9dd?pid=MOBFJFZDSKB9B8XV&lid=LSTMOBFJFZDSKB9B8XVLKYNLR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_38&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFJFZDSKB9B8XV.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹15,999"
"Mi 10T Pro (Cosmic Black, 128 GB)",https://www.flipkart.com/mi-10t-pro-cosmic-black-128-gb/p/itm5ff5455fec520?pid=MOBFWAFZASEEEES6&lid=LSTMOBFWAFZASEEEES6FME6S3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFWAFZASEEEES6.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹37,999"
"Mi 10T (Cosmic Black, 128 GB)",https://www.flipkart.com/mi-10t-cosmic-black-128-gb/p/itmcd714276806ef?pid=MOBFWAFZNCMVPHMZ&lid=LSTMOBFWAFZNCMVPHMZ01JM2Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFWAFZNCMVPHMZ.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹34,999"
"Mi 10i (Midnight Black, 128 GB)",https://www.flipkart.com/mi-10i-midnight-black-128-gb/p/itm780df69dfa0fe?pid=MOBFZ4RUR4CSZ6AE&lid=LSTMOBFZ4RUR4CSZ6AEKEEKWZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFZ4RUR4CSZ6AE.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹24,668"
"Mi 10T Pro (Lunar Silver, 128 GB)",https://www.flipkart.com/mi-10t-pro-lunar-silver-128-gb/p/itm0821ac19f4bac?pid=MOBFWAFZANSBKHVJ&lid=LSTMOBFWAFZANSBKHVJOXBTNT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFWAFZANSBKHVJ.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹37,999"
"Redmi 5A (Gold, 16 GB)",https://www.flipkart.com/redmi-5a-gold-16-gb/p/itmf2fwcumw7ghwy?pid=MOBEZWXENJA6PKFM&lid=LSTMOBEZWXENJA6PKFMSCBPJY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBEZWXENJA6PKFM.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹7,153"
"Mi 10T (Lunar Silver, 128 GB)",https://www.flipkart.com/mi-10t-lunar-silver-128-gb/p/itmdbebb315db61a?pid=MOBFWAFZNAFJN8YA&lid=LSTMOBFWAFZNAFJN8YAHWCU9B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFWAFZNAFJN8YA.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹34,999"
"Redmi Note 9 Pro (Glacier White, 128 GB)",https://www.flipkart.com/redmi-note-9-pro-glacier-white-128-gb/p/itm7651b521a521f?pid=MOBFTGMCRZV8A6EK&lid=LSTMOBFTGMCRZV8A6EK9SBF4F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFTGMCRZV8A6EK.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹19,990"
"Mi 10i (Pacific Sunrise, 128 GB)",https://www.flipkart.com/mi-10i-pacific-sunrise-128-gb/p/itm780df69dfa0fe?pid=MOBFZ4RZMYQKZYGZ&lid=LSTMOBFZ4RZMYQKZYGZ9UH2V7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFZ4RZMYQKZYGZ.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹24,990"
"Redmi Note 9 Pro (Aurora Blue, 64 GB)",https://www.flipkart.com/redmi-note-9-pro-aurora-blue-64-gb/p/itma84d60532d415?pid=MOBFPZXUDUPUKZF6&lid=LSTMOBFPZXUDUPUKZF6Z6KKUS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFPZXUDUPUKZF6.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹13,425"
"Redmi Note 9 Pro (Interstellar Black, 128 GB)",https://www.flipkart.com/redmi-note-9-pro-interstellar-black-128-gb/p/itma84d60532d415?pid=MOBFPZXUT5FX9GUH&lid=LSTMOBFPZXUT5FX9GUHYQNEVY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=4ce39d0a-3b94-445f-800e-83a90b408792.MOBFPZXUT5FX9GUH.SEARCH&ppt=None&ppn=None&ssid=axl2il1exs0000001621490115356,"₹14,999"
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",https://www.flipkart.com/redmi-note-9-pro-aurora-blue-128-gb/p/itma84d60532d415?pid=MOBFPZXUYDHUHNNN&lid=LSTMOBFPZXUYDHUHNNNFZ4M5E&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_49&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=341cff65-4f37-4719-bd07-3e2d8fb5a051.MOBFPZXUYDHUHNNN.SEARCH&ppt=None&ppn=None&ssid=dfe1b83fa80000001621490115844,"₹14,999"
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",https://www.flipkart.com/redmi-note-9-pro-aurora-blue-128-gb/p/itma84d60532d415?pid=MOBFUUN6B5XSFYXT&lid=LSTMOBFUUN6B5XSFYXTIJRVUR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_50&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=341cff65-4f37-4719-bd07-3e2d8fb5a051.MOBFUUN6B5XSFYXT.SEARCH&ppt=None&ppn=None&ssid=dfe1b83fa80000001621490115844,"₹14,690"
"Redmi Note 8 (Cosmic Purple, 64 GB)",https://www.flipkart.com/redmi-note-8-cosmic-purple-64-gb/p/itm16c6c50702ff1?pid=MOBFNY8Z8RZXUTA2&lid=LSTMOBFNY8Z8RZXUTA2TEU4JX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_51&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=341cff65-4f37-4719-bd07-3e2d8fb5a051.MOBFNY8Z8RZXUTA2.SEARCH&ppt=None&ppn=None&ssid=dfe1b83fa80000001621490115844,"₹12,999"
